datetime,seat,variable,value
2022-02-20 11:20:26.015818,Corio (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Deakin (VIC),Labor,1.87
2022-02-20 11:20:26.015818,Dunkley (VIC),Labor,1.07
2022-02-20 11:20:26.015818,Flinders (VIC),Labor,10.00
2022-02-20 11:20:26.015818,Fraser (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Gellibrand (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Gippsland (VIC),Labor,14.00
2022-02-20 11:20:26.015818,Goldstein (VIC),Labor,21.00
2022-02-20 11:20:26.015818,Gorton (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Hawke (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Higgins (VIC),Labor,7.00
2022-02-20 11:20:26.015818,Holt (VIC),Labor,1.02
2022-02-20 11:20:26.015818,Hotham (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Indi (VIC),Labor,12.00
2022-02-20 11:20:26.015818,Isaacs (VIC),Labor,1.02
2022-02-20 11:20:26.015818,Jagajaga (VIC),Labor,1.02
2022-02-20 11:20:26.015818,Kooyong (VIC),Labor,12.00
2022-02-20 11:20:26.015818,La Trobe (VIC),Labor,1.90
2022-02-20 11:20:26.015818,Lalor (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Macnamara (VIC),Labor,1.09
2022-02-20 11:20:26.015818,Mallee (VIC),Labor,15.00
2022-02-20 11:20:26.015818,Maribyrnong (VIC),Labor,1.01
2022-02-20 11:20:26.015818,McEwen (VIC),Labor,1.02
2022-02-20 11:20:26.015818,Melbourne (VIC),Labor,14.00
2022-02-20 11:20:26.015818,Menzies (VIC),Labor,6.00
2022-02-20 11:20:26.015818,Monash (VIC),Labor,6.00
2022-02-20 11:20:26.015818,Nicholls (VIC),Labor,34.00
2022-02-20 11:20:26.015818,Scullin (VIC),Labor,1.01
2022-02-20 11:20:26.015818,Wannon (VIC),Labor,12.00
2022-02-20 11:20:26.015818,Wills (VIC),Labor,1.05
2022-02-20 11:20:26.015818,Blair (QLD),Labor,1.03
2022-02-20 11:20:26.015818,Bowman (QLD),Labor,5.00
2022-02-20 11:20:26.015818,Bonner (QLD),Labor,3.70
2022-02-20 11:20:26.015818,Brisbane (QLD),Labor,2.40
2022-02-20 11:20:26.015818,Capriconia (QLD),Labor,8.00
2022-02-20 11:20:26.015818,Dawson (QLD),Labor,6.50
2022-02-20 11:20:26.015818,Dickson (QLD),Labor,2.75
2022-02-20 11:20:26.015818,Fadden (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Fairfax (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Fisher (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Flynn (QLD),Labor,1.85
2022-02-20 11:20:26.015818,Forde (QLD),Labor,11.00
2022-02-20 11:20:26.015818,Griffith (QLD),Labor,1.20
2022-02-20 11:20:26.015818,Groom (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Herbert (QLD),Labor,5.00
2022-02-20 11:20:26.015818,Hinkler (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Kennedy (QLD),Labor,21.00
2022-02-20 11:20:26.015818,Leichhardt (QLD),Labor,2.25
2022-02-20 11:20:26.015818,Lilley (QLD),Labor,1.18
2022-02-20 11:20:26.015818,Longman (QLD),Labor,1.65
2022-02-20 11:20:26.015818,Maranoa (QLD),Labor,14.00
2022-02-20 11:20:26.015818,McPherson (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Moncrieff (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Moreton (QLD),Labor,1.04
2022-02-20 11:20:26.015818,Oxley (QLD),Labor,1.04
2022-02-20 11:20:26.015818,Petrie (QLD),Labor,6.00
2022-02-20 11:20:26.015818,Rankin (QLD),Labor,1.03
2022-02-20 11:20:26.015818,Ryan (QLD),Labor,8.00
2022-02-20 11:20:26.015818,Wide Bay (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Wright (QLD),Labor,14.00
2022-02-20 11:20:26.015818,Brand (WA),Labor,1.03
2022-02-20 11:20:26.015818,Burt (WA),Labor,1.02
2022-02-20 11:20:26.015818,Canning (WA),Labor,9.00
2022-02-20 11:20:26.015818,Cowan (WA),Labor,1.08
2022-02-20 11:20:26.015818,Curtin (WA),Labor,12.00
2022-02-20 11:20:26.015818,Durack (WA),Labor,14.00
2022-02-20 11:20:26.015818,Forrest (WA),Labor,14.00
2022-02-20 11:20:26.015818,Fremantle (WA),Labor,1.05
2022-02-20 11:20:26.015818,Hasluck (WA),Labor,2.15
2022-02-20 11:20:26.015818,Moore (WA),Labor,14.00
2022-02-20 11:20:26.015818,O'Connor (WA),Labor,14.00
2022-02-20 11:20:26.015818,Pearce (WA),Labor,1.30
2022-02-20 11:20:26.015818,Perth (WA),Labor,1.03
2022-02-20 11:20:26.015818,Swan (WA),Labor,1.22
2022-02-20 11:20:26.015818,Tangney (WA),Labor,6.50
2022-02-20 11:20:26.015818,Adelaide (SA),Labor,1.01
2022-02-20 11:20:26.015818,Barker (SA),Labor,14.00
2022-02-20 11:20:26.015818,Boothby (SA),Labor,1.75
2022-02-20 11:20:26.015818,Grey (SA),Labor,12.00
2022-02-20 11:20:26.015818,Kingston (SA),Labor,1.02
2022-02-20 11:20:26.015818,Makin (SA),Labor,1.05
2022-02-20 11:20:26.015818,Mayo (SA),Labor,12.00
2022-02-20 11:20:26.015818,Spence (SA),Labor,1.01
2022-02-20 11:20:26.015818,Sturt (SA),Labor,4.05
2022-02-20 11:20:26.015818,Hindmarsh (SA),Labor,1.05
2022-02-20 11:20:26.015818,Bass (TAS),Labor,1.65
2022-02-20 11:20:26.015818,Clark (TAS),Labor,12.00
2022-02-20 11:20:26.015818,Lyons (TAS),Labor,1.08
2022-02-20 11:20:26.015818,Franklin (TAS),Labor,1.05
2022-02-20 11:20:26.015818,Braddon (TAS),Labor,1.88
2022-02-20 11:20:26.015818,Fenner (ACT),Labor,1.01
2022-02-20 11:20:26.015818,Bean (ACT),Labor,1.01
2022-02-20 11:20:26.015818,Canberra (ACT),Labor,1.01
2022-02-20 11:20:26.015818,Lingiari (NT),Labor,1.10
2022-02-20 11:20:26.015818,Solomon (NT),Labor,1.07
2022-02-20 11:20:26.015818,Banks (NSW),Green,34.00
2022-02-20 11:20:26.015818,Barton (NSW),Green,34.00
2022-02-20 11:20:26.015818,Bennelong (NSW),Green,34.00
2022-02-20 11:20:26.015818,Berowra (NSW),Green,34.00
2022-02-20 11:20:26.015818,Blaxland (NSW),Green,34.00
2022-02-20 11:20:26.015818,Bradfield (NSW),Green,34.00
2022-02-20 11:20:26.015818,Chifley (NSW),Green,34.00
2022-02-20 11:20:26.015818,Cook (NSW),Green,51.00
2022-02-20 11:20:26.015818,Cowper (NSW),Green,51.00
2022-02-20 11:20:26.015818,Cunningham (NSW),Green,34.00
2022-02-20 11:20:26.015818,Dobell (NSW),Green,34.00
2022-02-20 11:20:26.015818,Eden-Monaro (NSW),Green,51.00
2022-02-20 11:20:26.015818,Farrer (NSW),Green,61.00
2022-02-20 11:20:26.015818,Fowler (NSW),Green,51.00
2022-02-20 11:20:26.015818,Gilmore (NSW),Green,34.00
2022-02-20 11:20:26.015818,Grayndler (NSW),Green,14.00
2022-02-20 11:20:26.015818,Greenway (NSW),Green,34.00
2022-02-20 11:20:26.015818,Hughes (NSW),Green,91.00
2022-02-20 11:20:26.015818,Hume (NSW),Green,34.00
2022-02-20 11:20:26.015818,Hunter (NSW),Green,81.00
2022-02-20 11:20:26.015818,Kingsford Smith (NSW),Green,34.00
2022-02-20 11:20:26.015818,Lindsay (NSW),Green,34.00
2022-02-20 11:20:26.015818,Lyne (NSW),Green,34.00
2022-02-20 11:20:26.015818,Macarthur (NSW),Green,34.00
2022-02-20 11:20:26.015818,Mackellar (NSW),Green,34.00
2022-02-20 11:20:26.015818,Macquarie (NSW),Green,34.00
2022-02-20 11:20:26.015818,McMahon (NSW),Green,34.00
2022-02-20 11:20:26.015818,Mitchell (NSW),Green,34.00
2022-02-20 11:20:26.015818,New England (NSW),Green,51.00
2022-02-20 11:20:26.015818,Newcastle (NSW),Green,34.00
2022-02-20 11:20:26.015818,North Sydney (NSW),Green,34.00
2022-02-20 11:20:26.015818,Page (NSW),Green,51.00
2022-02-20 11:20:26.015818,Parkes (NSW),Green,34.00
2022-02-20 11:20:26.015818,Parramatta (NSW),Green,34.00
2022-02-20 11:20:26.015818,Paterson (NSW),Green,34.00
2022-02-20 11:20:26.015818,Reid (NSW),Green,34.00
2022-02-20 11:20:26.015818,Richmond (NSW),Green,8.00
2022-02-20 11:20:26.015818,Riverina (NSW),Green,34.00
2022-02-20 11:20:26.015818,Robertson (NSW),Green,34.00
2022-02-20 11:20:26.015818,Shortland (NSW),Green,34.00
2022-02-20 11:20:26.015818,Sydney (NSW),Green,21.00
2022-02-20 11:20:26.015818,Warringah (NSW),Green,51.00
2022-02-20 11:20:26.015818,Watson (NSW),Green,34.00
2022-02-20 11:20:26.015818,Wentworth (NSW),Green,15.00
2022-02-20 11:20:26.015818,Werriwa (NSW),Green,34.00
2022-02-20 11:20:26.015818,Whitlam (NSW),Green,34.00
2022-02-20 11:20:26.015818,Calare (NSW),Green,51.00
2022-02-20 11:20:26.015818,Aston (VIC),Green,34.00
2022-02-20 11:20:26.015818,Ballarat (VIC),Green,34.00
2022-02-20 11:20:26.015818,Bendigo (VIC),Green,34.00
2022-02-20 11:20:26.015818,Bruce (VIC),Green,34.00
2022-02-20 11:20:26.015818,Calwell (VIC),Green,34.00
2022-02-20 11:20:26.015818,Casey (VIC),Green,34.00
2022-02-20 11:20:26.015818,Chisholm (VIC),Green,34.00
2022-02-20 11:20:26.015818,Cooper (VIC),Green,6.00
2022-02-20 11:20:26.015818,Corangamite (VIC),Green,34.00
2022-02-20 11:20:26.015818,Corio (VIC),Green,34.00
2022-02-20 11:20:26.015818,Deakin (VIC),Green,34.00
2022-02-20 11:20:26.015818,Dunkley (VIC),Green,34.00
2022-02-20 11:20:26.015818,Flinders (VIC),Green,51.00
2022-02-20 11:20:26.015818,Fraser (VIC),Green,34.00
2022-02-20 11:20:26.015818,Gellibrand (VIC),Green,34.00
2022-02-20 11:20:26.015818,Gippsland (VIC),Green,34.00
2022-02-20 11:20:26.015818,Goldstein (VIC),Green,15.00
2022-02-20 11:20:26.015818,Gorton (VIC),Green,34.00
2022-02-20 11:20:26.015818,Hawke (VIC),Green,21.00
2022-02-20 11:20:26.015818,Higgins (VIC),Green,3.70
2022-02-20 11:20:26.015818,Holt (VIC),Green,34.00
2022-02-20 11:20:26.015818,Hotham (VIC),Green,34.00
2022-02-20 11:20:26.015818,Indi (VIC),Green,51.00
2022-02-20 11:20:26.015818,Isaacs (VIC),Green,34.00
2022-02-20 11:20:26.015818,Jagajaga (VIC),Green,34.00
2022-02-20 11:20:26.015818,Kooyong (VIC),Green,7.50
2022-02-20 11:20:26.015818,La Trobe (VIC),Green,34.00
2022-02-20 11:20:26.015818,Lalor (VIC),Green,34.00
2022-02-20 11:20:26.015818,Macnamara (VIC),Green,6.00
2022-02-20 11:20:26.015818,Mallee (VIC),Green,51.00
2022-02-20 11:20:26.015818,Maribyrnong (VIC),Green,34.00
2022-02-20 11:20:26.015818,McEwen (VIC),Green,34.00
2022-02-20 11:20:26.015818,Melbourne (VIC),Green,1.01
2022-02-20 11:20:26.015818,Menzies (VIC),Green,51.00
2022-02-20 11:20:26.015818,Monash (VIC),Green,51.00
2022-02-20 11:20:26.015818,Nicholls (VIC),Green,51.00
2022-02-20 11:20:26.015818,Scullin (VIC),Green,34.00
2022-02-20 11:20:26.015818,Wannon (VIC),Green,34.00
2022-02-20 11:20:26.015818,Wills (VIC),Green,8.00
2022-02-20 11:20:26.015818,Blair (QLD),Green,34.00
2022-02-20 11:20:26.015818,Bowman (QLD),Green,34.00
2022-02-20 11:20:26.015818,Bonner (QLD),Green,34.00
2022-02-20 11:20:26.015818,Brisbane (QLD),Green,8.00
2022-02-20 11:20:26.015818,Capriconia (QLD),Green,51.00
2022-02-20 11:20:26.015818,Dawson (QLD),Green,34.00
2022-02-20 11:20:26.015818,Dickson (QLD),Green,34.00
2022-02-20 11:20:26.015818,Fadden (QLD),Green,34.00
2022-02-20 11:20:26.015818,Fairfax (QLD),Green,34.00
2022-02-20 11:20:26.015818,Fisher (QLD),Green,34.00
2022-02-20 11:20:26.015818,Flynn (QLD),Green,34.00
2022-02-20 11:20:26.015818,Forde (QLD),Green,34.00
2022-02-20 11:20:26.015818,Griffith (QLD),Green,4.50
2022-02-20 11:20:26.015818,Groom (QLD),Green,34.00
2022-02-20 11:20:26.015818,Herbert (QLD),Green,51.00
2022-02-20 11:20:26.015818,Hinkler (QLD),Green,34.00
2022-02-20 11:20:26.015818,Kennedy (QLD),Green,91.00
2022-02-20 11:20:26.015818,Leichhardt (QLD),Green,34.00
2022-02-20 11:20:26.015818,Lilley (QLD),Green,51.00
2022-02-20 11:20:26.015818,Longman (QLD),Green,34.00
2022-02-20 11:20:26.015818,Maranoa (QLD),Green,34.00
2022-02-20 11:20:26.015818,McPherson (QLD),Green,34.00
2022-02-20 11:20:26.015818,Moncrieff (QLD),Green,34.00
2022-02-20 11:20:26.015818,Moreton (QLD),Green,34.00
2022-02-20 11:20:26.015818,Oxley (QLD),Green,51.00
2022-02-20 11:20:26.015818,Petrie (QLD),Green,34.00
2022-02-20 11:20:26.015818,Rankin (QLD),Green,34.00
2022-02-20 11:20:26.015818,Ryan (QLD),Green,18.00
2022-02-20 11:20:26.015818,Wide Bay (QLD),Green,51.00
2022-02-20 11:20:26.015818,Wright (QLD),Green,51.00
2022-02-20 11:20:26.015818,Brand (WA),Green,34.00
2022-02-20 11:20:26.015818,Burt (WA),Green,51.00
2022-02-20 11:20:26.015818,Canning (WA),Green,34.00
2022-02-20 11:20:26.015818,Cowan (WA),Green,34.00
2022-02-20 11:20:26.015818,Curtin (WA),Green,51.00
2022-02-20 11:20:26.015818,Durack (WA),Green,34.00
2022-02-20 11:20:26.015818,Forrest (WA),Green,34.00
2022-02-20 11:20:26.015818,Fremantle (WA),Green,34.00
2022-02-20 11:20:26.015818,Hasluck (WA),Green,34.00
2022-02-20 11:20:26.015818,Moore (WA),Green,34.00
2022-02-20 11:20:26.015818,O'Connor (WA),Green,34.00
2022-02-20 11:20:26.015818,Pearce (WA),Green,34.00
2022-02-20 11:20:26.015818,Perth (WA),Green,21.00
2022-02-20 11:20:26.015818,Swan (WA),Green,34.00
2022-02-20 11:20:26.015818,Tangney (WA),Green,34.00
2022-02-20 11:20:26.015818,Adelaide (SA),Green,21.00
2022-02-20 11:20:26.015818,Barker (SA),Green,21.00
2022-02-20 11:20:26.015818,Boothby (SA),Green,34.00
2022-02-20 11:20:26.015818,Grey (SA),Green,21.00
2022-02-20 11:20:26.015818,Kingston (SA),Green,21.00
2022-02-20 11:20:26.015818,Makin (SA),Green,21.00
2022-02-20 11:20:26.015818,Mayo (SA),Green,34.00
2022-02-20 11:20:26.015818,Spence (SA),Green,21.00
2022-02-20 11:20:26.015818,Sturt (SA),Green,21.00
2022-02-20 11:20:26.015818,Hindmarsh (SA),Green,21.00
2022-02-20 11:20:26.015818,Bass (TAS),Green,51.00
2022-02-20 11:20:26.015818,Clark (TAS),Green,51.00
2022-02-20 11:20:26.015818,Lyons (TAS),Green,18.00
2022-02-20 11:20:26.015818,Franklin (TAS),Green,18.00
2022-02-20 11:20:26.015818,Braddon (TAS),Green,34.00
2022-02-20 11:20:26.015818,Fenner (ACT),Green,15.00
2022-02-20 11:20:26.015818,Bean (ACT),Green,15.00
2022-02-20 11:20:26.015818,Canberra (ACT),Green,15.00
2022-02-20 11:20:26.015818,Lingiari (NT),Green,34.00
2022-02-20 11:20:26.015818,Solomon (NT),Green,34.00
2022-02-20 11:20:26.015818,Banks (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Barton (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Bennelong (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Berowra (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Blaxland (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Bradfield (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Chifley (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Cook (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Cowper (NSW),Independent,21.00
2022-02-20 11:20:26.015818,Cunningham (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Dobell (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Eden-Monaro (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Farrer (NSW),Independent,11.00
2022-02-20 11:20:26.015818,Fowler (NSW),Independent,9.00
2022-02-20 11:20:26.015818,Gilmore (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Grayndler (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Greenway (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Hughes (NSW),Independent,10.00
2022-02-20 11:20:26.015818,Hume (NSW),Independent,6.50
2022-02-20 11:20:26.015818,Hunter (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Kingsford Smith (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Lindsay (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Lyne (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Macarthur (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Mackellar (NSW),Independent,4.20
2022-02-20 11:20:26.015818,Macquarie (NSW),Independent,51.00
2022-02-20 11:20:26.015818,McMahon (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Mitchell (NSW),Independent,51.00
2022-02-20 11:20:26.015818,New England (NSW),Independent,21.00
2022-02-20 11:20:26.015818,Newcastle (NSW),Independent,51.00
2022-02-20 11:20:26.015818,North Sydney (NSW),Independent,2.75
2022-02-20 11:20:26.015818,Page (NSW),Independent,21.00
2022-02-20 11:20:26.015818,Parkes (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Parramatta (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Paterson (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Richmond (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Riverina (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Robertson (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Shortland (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Sydney (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Warringah (NSW),Independent,1.10
2022-02-20 11:20:26.015818,Watson (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Wentworth (NSW),Independent,2.35
2022-02-20 11:20:26.015818,Werriwa (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Whitlam (NSW),Independent,51.00
2022-02-20 11:20:26.015818,Calare (NSW),Independent,34.00
2022-02-20 11:20:26.015818,Aston (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Ballarat (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Bendigo (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Bruce (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Casey (VIC),Independent,21.00
2022-02-20 11:20:26.015818,Chisholm (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Cooper (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Corangamite (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Corio (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Deakin (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Dunkley (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Flinders (VIC),Independent,1.87
2022-02-20 11:20:26.015818,Fraser (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Gellibrand (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Gippsland (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Goldstein (VIC),Independent,2.42
2022-02-20 11:20:26.015818,Gorton (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Hawke (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Higgins (VIC),Independent,9.00
2022-02-20 11:20:26.015818,Holt (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Hotham (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Indi (VIC),Independent,1.20
2022-02-20 11:20:26.015818,Isaacs (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Jagajaga (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Kooyong (VIC),Independent,4.50
2022-02-20 11:20:26.015818,La Trobe (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Lalor (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Macnamara (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Mallee (VIC),Independent,14.00
2022-02-20 11:20:26.015818,Maribyrnong (VIC),Independent,51.00
2022-02-20 11:20:26.015818,McEwen (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Melbourne (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Menzies (VIC),Independent,21.00
2022-02-20 11:20:26.015818,Monash (VIC),Independent,21.00
2022-02-20 11:20:26.015818,Nicholls (VIC),Independent,7.00
2022-02-20 11:20:26.015818,Scullin (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Wannon (VIC),Independent,21.00
2022-02-20 11:20:26.015818,Wills (VIC),Independent,51.00
2022-02-20 11:20:26.015818,Blair (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Bowman (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Bonner (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Brisbane (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Capriconia (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Dawson (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Dickson (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Fadden (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Fairfax (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Fisher (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Flynn (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Forde (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Griffith (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Groom (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Herbert (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Hinkler (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Kennedy (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Leichhardt (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Lilley (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Longman (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Maranoa (QLD),Independent,51.00
2022-02-20 11:20:26.015818,McPherson (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Moncrieff (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Moreton (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Oxley (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Petrie (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Rankin (QLD),Independent,51.00
2022-02-20 11:20:26.015818,Ryan (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Wide Bay (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Wright (QLD),Independent,34.00
2022-02-20 11:20:26.015818,Brand (WA),Independent,51.00
2022-02-20 11:20:26.015818,Burt (WA),Independent,51.00
2022-02-20 11:20:26.015818,Canning (WA),Independent,51.00
2022-02-20 11:20:26.015818,Cowan (WA),Independent,51.00
2022-02-20 11:20:26.015818,Curtin (WA),Independent,3.50
2022-02-20 11:20:26.015818,Durack (WA),Independent,51.00
2022-02-20 11:20:26.015818,Forrest (WA),Independent,51.00
2022-02-20 11:20:26.015818,Fremantle (WA),Independent,51.00
2022-02-20 11:20:26.015818,Hasluck (WA),Independent,51.00
2022-02-20 11:20:26.015818,Moore (WA),Independent,51.00
2022-02-20 11:20:26.015818,O'Connor (WA),Independent,51.00
2022-02-20 11:20:26.015818,Pearce (WA),Independent,51.00
2022-02-20 11:20:26.015818,Perth (WA),Independent,51.00
2022-02-20 11:20:26.015818,Swan (WA),Independent,51.00
2022-02-20 11:20:26.015818,Tangney (WA),Independent,51.00
2022-02-20 11:20:26.015818,Adelaide (SA),Independent,51.00
2022-02-20 11:20:26.015818,Barker (SA),Independent,51.00
2022-02-20 11:20:26.015818,Boothby (SA),Independent,12.00
2022-02-20 11:20:26.015818,Grey (SA),Independent,51.00
2022-02-20 11:20:26.015818,Kingston (SA),Independent,51.00
2022-02-20 11:20:26.015818,Makin (SA),Independent,51.00
2022-02-20 11:20:26.015818,Mayo (SA),Independent,51.00
2022-02-20 11:20:26.015818,Spence (SA),Independent,51.00
2022-02-20 11:20:26.015818,Sturt (SA),Independent,51.00
2022-02-20 11:20:26.015818,Hindmarsh (SA),Independent,51.00
2022-02-20 11:20:26.015818,Bass (TAS),Independent,21.00
2022-02-20 11:20:26.015818,Clark (TAS),Independent,1.01
2022-02-20 11:20:26.015818,Lyons (TAS),Independent,34.00
2022-02-20 11:20:26.015818,Franklin (TAS),Independent,34.00
2022-02-20 11:20:26.015818,Braddon (TAS),Independent,21.00
2022-02-20 11:20:26.015818,Fenner (ACT),Independent,34.00
2022-02-20 11:20:26.015818,Bean (ACT),Independent,34.00
2022-02-20 11:20:26.015818,Canberra (ACT),Independent,34.00
2022-02-20 11:20:26.015818,Lingiari (NT),Independent,51.00
2022-02-20 11:20:26.015818,Solomon (NT),Independent,51.00
2022-02-20 11:20:26.015818,Banks (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Barton (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Bennelong (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Berowra (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Blaxland (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Bradfield (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Chifley (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Cook (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Cowper (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Cunningham (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Dobell (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Eden-Monaro (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Farrer (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Fowler (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Gilmore (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Grayndler (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Greenway (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Hughes (NSW),One Nation,101.00
2022-02-20 11:20:26.015818,Hume (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Hunter (NSW),One Nation,18.00
2022-02-20 11:20:26.015818,Kingsford Smith (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Lindsay (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Lyne (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Macarthur (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Mackellar (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Macquarie (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,McMahon (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Mitchell (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,New England (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Newcastle (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,North Sydney (NSW),One Nation,91.00
2022-02-20 11:20:26.015818,Page (NSW),One Nation,91.00
